"XL,""1983"",""Ruthy Berrie"",""292-302-1679"",""06 Lillian Hill"""
"M,""1984"",""Brittni Bustin"",""417-309-5110"",""039 Russell Hill"""
"2XL,""1985"",""Grady Pibsworth"",""786-653-3827"",""7227 Heath Circle"""
"2XL,""1986"",""Devin Irnys"",""824-847-4507"",""63 Vernon Point"""
"XS,""1987"",""Carlin Pairpoint"",""436-643-8096"",""9514 Arizona Trail"""
"S,""1988"",""Koren Berger"",""831-769-6900"",""6 Vera Drive"""
"XS,""1989"",""Gabrila Ickeringill"",""462-143-4686"",""57 Schmedeman Crossing"""
"XS,""1990"",""Bondie Myles"",""202-821-4996"",""87 Monument Place"""
"L,""1991"",""Neill Bursell"",""205-882-4260"",""155 Kingsford Way"""
"XL,""1992"",""Royce Durden"",""734-548-9182"",""0604 Loomis Junction"""
"M,""1993"",""Hedy Reiling"",""687-839-5710"",""92332 Marcy Point"""
"S,""1994"",""Winna Andriveau"",""906-627-7346"",""995 Russell Alley"""
"2XL,""1995"",""Granny Crowcroft"",""358-873-5271"",""5564 Alpine Alley"""
"3XL,""1996"",""Eadie Tesoe"",""410-196-3044"",""0 Hazelcrest Trail"""
"3XL,""1997"",""Lyndel Aisman"",""197-686-3153"",""72471 Sunnyside Lane"""
"2XL,""1998"",""Dorelia Reay"",""439-846-1665"",""856 Blue Bill Park Drive"""
"XS,""1999"",""Maison Sweet"",""680-326-0039"",""3 Westridge Parkway"""
"XS,""2000"",""Laurel Hubert"",""418-836-1731"",""3 Novick Lane"""
